ride_id,ride_type,pickup_datetime,dropoff_datetime,pickup_location,dropoff_location,trip_distance_km,num_passengers,avg_carpoolers,fare_rs,payment_type,rate_type,carbon_emitted_kg,carbon_saved_kg
RIDE001452,Carpool,2025-01-27 06:57,2025-01-27 07:47,OMR Sholinganallur,Singaperumal Koil,48.91,4,3.8,310.1,Wallet,Shared,6.847,2.544
RIDE001453,Carpool,2025-02-10 21:21,2025-02-10 22:00,T Nagar,Mahindra City,36.75,2,1.5,280.17,Wallet,Shared,5.145,1.911
RIDE001454,Private,2025-02-01 19:51,2025-02-01 20:24,Pallavaram,SRM University,36.66,1,,382.63,UPI,Standard,7.039,0.0
RIDE001455,Carpool,2025-02-26 19:37,2025-02-26 20:14,Chromepet,SRM University,41.0,4,3.6,279.77,Card,Shared,5.74,2.132
RIDE001456,Carpool,2025-04-24 23:41,2025-04-25 00:52,Velachery,Singaperumal Koil,58.54,3,2.7,394.06,Wallet,Shared,8.196,3.044
RIDE001457,Carpool,2025-04-01 05:52,2025-04-01 06:45,Pallavaram,Chengalpattu Town,59.21,4,3.5,422.56,Card,Shared,8.289,3.079
RIDE001458,Private,2025-04-08 18:13,2025-04-08 19:15,Pallavaram,Mahindra City,52.15,1,,523.28,UPI,Standard,10.013,0.0
RIDE001459,Private,2025-03-12 03:49,2025-03-12 04:39,T Nagar,Singaperumal Koil,49.03,1,,492.84,Cash,Standard,9.414,0.0
RIDE001460,Private,2025-04-27 21:23,2025-04-27 22:15,OMR Sholinganallur,Chengalpattu Bus Stand,41.82,1,,457.75,UPI,Standard,8.029,0.0
RIDE001461,Carpool,2025-04-04 07:39,2025-04-04 08:16,Mylapore,SRM University,39.66,3,2.9,295.88,Cash,Shared,5.552,2.063
RIDE001462,Private,2025-03-05 02:01,2025-03-05 02:45,Perungudi,SRM University,37.48,1,,386.97,UPI,Standard,7.196,0.0
RIDE001463,Private,2025-03-13 03:55,2025-03-13 04:59,Guindy,Chengalpattu Bus Stand,59.35,1,,537.83,Wallet,Standard,11.395,0.0
RIDE001464,Private,2025-01-09 15:23,2025-01-09 16:20,Guindy,SRM University,61.25,1,,666.64,Card,Standard,11.76,0.0
RIDE001465,Carpool,2025-02-23 23:11,2025-02-23 23:55,Guindy,Mahindra City,36.0,3,2.8,266.34,Wallet,Shared,5.04,1.872
RIDE001466,Carpool,2025-04-11 15:32,2025-04-11 16:42,OMR Sholinganallur,Mahindra City,61.21,2,1.6,417.19,Card,Shared,8.569,3.183
RIDE001467,Private,2025-04-15 04:27,2025-04-15 05:30,Tambaram,Mahindra City,56.29,1,,642.77,Wallet,Standard,10.808,0.0
RIDE001468,Private,2025-03-31 19:55,2025-03-31 20:43,Guindy,Chengalpattu Bus Stand,40.95,1,,374.83,UPI,Standard,7.862,0.0
RIDE001469,Private,2025-03-11 21:39,2025-03-11 22:29,Tambaram,Mahindra City,52.51,1,,556.66,Card,Standard,10.082,0.0
RIDE001470,Carpool,2025-02-16 11:54,2025-02-16 12:47,Chromepet,Mahindra City,46.15,4,3.5,354.49,UPI,Shared,6.461,2.4
RIDE001471,Private,2025-01-03 05:21,2025-01-03 05:51,Mylapore,Singaperumal Koil,33.09,1,,373.08,Wallet,Standard,6.353,0.0
RIDE001472,Private,2025-02-23 02:57,2025-02-23 03:47,Pallavaram,Chengalpattu Town,51.78,1,,466.52,Cash,Standard,9.942,0.0
RIDE001473,Private,2025-04-24 10:56,2025-04-24 11:47,Pallavaram,Chengalpattu Town,45.37,1,,409.71,UPI,Standard,8.711,0.0
RIDE001474,Private,2025-01-09 06:03,2025-01-09 06:50,Anna Nagar,Chengalpattu Bus Stand,52.05,1,,578.48,Card,Standard,9.994,0.0
RIDE001475,Private,2025-02-16 02:47,2025-02-16 04:00,Perungudi,Mahindra City,61.47,1,,590.15,Card,Standard,11.802,0.0
RIDE001476,Private,2025-02-10 21:21,2025-02-10 22:00,Pallavaram,Singaperumal Koil,33.82,1,,312.7,Cash,Standard,6.493,0.0
RIDE001477,Private,2025-03-12 06:50,2025-03-12 07:43,Mylapore,Chengalpattu Bus Stand,53.88,1,,555.92,Cash,Standard,10.345,0.0
RIDE001478,Carpool,2025-04-09 21:12,2025-04-09 21:50,Anna Nagar,SRM University,34.09,3,2.8,239.81,Wallet,Shared,4.773,1.772
RIDE001479,Private,2025-03-19 08:21,2025-03-19 08:51,Chromepet,Chengalpattu Bus Stand,32.41,1,,357.55,Wallet,Standard,6.223,0.0
RIDE001480,Private,2025-03-01 11:31,2025-03-01 12:09,Guindy,Mahindra City,34.83,1,,341.73,Wallet,Standard,6.687,0.0
RIDE001481,Private,2025-02-16 19:13,2025-02-16 19:48,Guindy,Chengalpattu Town,31.3,1,,298.47,Cash,Standard,6.01,0.0
RIDE001482,Carpool,2025-02-26 23:56,2025-02-27 01:00,Perungudi,SRM University,55.91,3,2.8,346.82,Cash,Shared,7.827,2.908
RIDE001483,Carpool,2025-01-19 14:14,2025-01-19 15:15,Anna Nagar,Singaperumal Koil,59.13,2,1.7,397.24,Cash,Shared,8.278,3.075
RIDE001484,Private,2025-03-20 19:31,2025-03-20 20:27,Tambaram,Mahindra City,48.63,1,,520.89,UPI,Standard,9.337,0.0
RIDE001485,Private,2025-02-20 10:08,2025-02-20 10:57,Perungudi,Singaperumal Koil,51.63,1,,478.94,UPI,Standard,9.913,0.0
RIDE001486,Carpool,2025-01-20 07:14,2025-01-20 07:51,Tambaram,Chengalpattu Bus Stand,39.43,4,3.6,307.12,Card,Shared,5.52,2.051
RIDE001487,Carpool,2025-03-25 13:15,2025-03-25 14:17,Mylapore,Chengalpattu Bus Stand,51.46,2,1.5,344.61,Cash,Shared,7.204,2.676
RIDE001488,Carpool,2025-03-30 06:07,2025-03-30 07:07,Mylapore,Chengalpattu Bus Stand,63.14,3,2.4,430.65,Wallet,Shared,8.84,3.283
RIDE001489,Carpool,2025-03-04 17:44,2025-03-04 18:31,Adyar,Chengalpattu Bus Stand,39.65,4,3.6,272.01,Wallet,Shared,5.551,2.062
RIDE001490,Carpool,2025-04-16 18:34,2025-04-16 19:07,Chromepet,Chengalpattu Town,32.76,2,1.7,234.73,UPI,Shared,4.586,1.704
RIDE001491,Carpool,2025-03-18 23:45,2025-03-19 00:50,Chromepet,Chengalpattu Bus Stand,57.21,4,4.0,372.08,Wallet,Shared,8.009,2.975
RIDE001492,Carpool,2025-01-14 21:16,2025-01-14 22:03,Velachery,Mahindra City,39.53,3,2.5,304.27,UPI,Shared,5.534,2.056
RIDE001493,Private,2025-04-05 22:06,2025-04-05 23:01,Chromepet,Singaperumal Koil,48.96,1,,455.7,UPI,Standard,9.4,0.0
RIDE001494,Private,2025-04-28 05:52,2025-04-28 06:25,Guindy,Singaperumal Koil,33.91,1,,320.08,Cash,Standard,6.511,0.0
RIDE001495,Carpool,2025-03-23 12:53,2025-03-23 13:34,OMR Sholinganallur,Chengalpattu Town,34.78,3,2.7,239.3,Wallet,Shared,4.869,1.809
RIDE001496,Carpool,2025-04-27 17:03,2025-04-27 18:04,T Nagar,SRM University,57.04,3,2.9,402.43,Card,Shared,7.986,2.966
RIDE001497,Carpool,2025-04-22 17:53,2025-04-22 18:51,Perungudi,SRM University,62.89,2,2.0,444.26,UPI,Shared,8.805,3.27
RIDE001498,Carpool,2025-01-16 00:21,2025-01-16 01:10,Mylapore,SRM University,47.83,2,2.0,313.05,Wallet,Shared,6.696,2.487
RIDE001499,Private,2025-04-30 20:37,2025-04-30 21:36,OMR Sholinganallur,Chengalpattu Bus Stand,54.36,1,,556.28,Card,Standard,10.437,0.0
RIDE001500,Private,2025-01-11 20:48,2025-01-11 21:26,Chromepet,Chengalpattu Bus Stand,42.16,1,,427.95,Card,Standard,8.095,0.0
RIDE001501,Private,2025-03-25 01:19,2025-03-25 02:02,Adyar,Singaperumal Koil,41.37,1,,384.08,Card,Standard,7.943,0.0
RIDE001502,Private,2025-01-06 19:08,2025-01-06 19:39,Velachery,Chengalpattu Bus Stand,31.18,1,,351.55,UPI,Standard,5.987,0.0
RIDE001503,Carpool,2025-04-27 01:03,2025-04-27 01:51,OMR Sholinganallur,SRM University,40.62,3,2.7,287.56,Wallet,Shared,5.687,2.112
RIDE001504,Private,2025-03-30 16:31,2025-03-30 17:25,Perungudi,Mahindra City,48.22,1,,522.25,Card,Standard,9.258,0.0
RIDE001505,Private,2025-04-25 11:52,2025-04-25 12:51,Adyar,SRM University,53.54,1,,499.35,Card,Standard,10.28,0.0
RIDE001506,Carpool,2025-03-21 17:38,2025-03-21 18:42,Guindy,Chengalpattu Bus Stand,54.58,4,3.5,411.59,UPI,Shared,7.641,2.838
RIDE001507,Carpool,2025-04-24 16:37,2025-04-24 17:28,Adyar,Chengalpattu Town,46.74,2,1.9,351.1,Wallet,Shared,6.544,2.43
RIDE001508,Private,2025-01-29 20:13,2025-01-29 21:27,Pallavaram,SRM University,63.99,1,,710.66,Wallet,Standard,12.286,0.0
RIDE001509,Private,2025-02-28 07:03,2025-02-28 08:10,Velachery,SRM University,62.99,1,,607.82,Wallet,Standard,12.094,0.0
RIDE001510,Private,2025-04-02 09:39,2025-04-02 10:28,T Nagar,Chengalpattu Bus Stand,40.72,1,,387.97,Cash,Standard,7.818,0.0
RIDE001511,Carpool,2025-02-12 13:25,2025-02-12 14:34,Guindy,Chengalpattu Town,64.76,2,1.7,448.62,Cash,Shared,9.066,3.368
RIDE001512,Carpool,2025-03-26 22:16,2025-03-26 22:50,Mylapore,SRM University,33.69,4,4.0,220.67,UPI,Shared,4.717,1.751
RIDE001513,Carpool,2025-04-05 03:18,2025-04-05 04:14,T Nagar,Singaperumal Koil,46.11,4,3.8,309.65,Wallet,Shared,6.455,2.398
RIDE001514,Carpool,2025-01-21 07:41,2025-01-21 08:27,Pallavaram,Chengalpattu Town,46.44,3,2.5,295.82,Cash,Shared,6.502,2.414
RIDE001515,Private,2025-04-06 11:41,2025-04-06 12:24,T Nagar,Mahindra City,42.58,1,,411.18,Card,Standard,8.175,0.0
RIDE001516,Carpool,2025-01-17 11:24,2025-01-17 12:08,Perungudi,Singaperumal Koil,43.92,2,2.0,339.13,UPI,Shared,6.149,2.284
RIDE001517,Private,2025-01-15 23:52,2025-01-16 00:46,Perungudi,Singaperumal Koil,44.99,1,,431.83,Wallet,Standard,8.638,0.0
RIDE001518,Carpool,2025-04-14 04:40,2025-04-14 05:34,Pallavaram,Singaperumal Koil,52.03,4,3.6,333.75,Cash,Shared,7.284,2.706
RIDE001519,Private,2025-03-11 10:14,2025-03-11 11:18,Adyar,Mahindra City,64.84,1,,585.54,UPI,Standard,12.449,0.0
RIDE001520,Private,2025-02-13 17:40,2025-02-13 18:45,Chromepet,Singaperumal Koil,57.77,1,,566.01,Cash,Standard,11.092,0.0
RIDE001521,Carpool,2025-03-02 00:23,2025-03-02 01:17,Anna Nagar,Chengalpattu Town,58.6,4,3.9,362.4,Wallet,Shared,8.204,3.047
RIDE001522,Carpool,2025-04-08 17:38,2025-04-08 18:23,Mylapore,Chengalpattu Town,48.45,4,3.5,298.06,Wallet,Shared,6.783,2.519
RIDE001523,Carpool,2025-02-28 08:05,2025-02-28 08:45,Chromepet,Mahindra City,42.29,3,2.8,265.05,Card,Shared,5.921,2.199
RIDE001524,Carpool,2025-04-01 04:19,2025-04-01 04:56,T Nagar,Singaperumal Koil,37.69,4,3.7,289.76,Card,Shared,5.277,1.959
RIDE001525,Private,2025-03-28 06:28,2025-03-28 07:13,T Nagar,SRM University,37.22,1,,402.74,Card,Standard,7.146,0.0
RIDE001526,Carpool,2025-02-16 19:31,2025-02-16 20:31,Pallavaram,SRM University,54.97,4,3.4,363.54,UPI,Shared,7.696,2.858
RIDE001527,Carpool,2025-01-31 05:31,2025-01-31 06:14,Chromepet,Chengalpattu Town,40.53,4,3.4,249.35,Cash,Shared,5.674,2.108
RIDE001528,Carpool,2025-04-19 14:53,2025-04-19 15:22,Tambaram,Chengalpattu Bus Stand,31.28,4,3.9,211.62,UPI,Shared,4.379,1.627
RIDE001529,Carpool,2025-04-10 22:56,2025-04-10 23:39,Adyar,SRM University,35.31,2,1.7,252.33,UPI,Shared,4.943,1.837
RIDE001530,Carpool,2025-03-03 06:31,2025-03-03 07:26,Mylapore,Singaperumal Koil,56.77,2,2.0,422.11,Wallet,Shared,7.948,2.952
RIDE001531,Carpool,2025-01-17 01:25,2025-01-17 02:16,Anna Nagar,Mahindra City,43.5,4,3.8,273.78,UPI,Shared,6.09,2.262
RIDE001532,Carpool,2025-01-18 20:46,2025-01-18 21:19,OMR Sholinganallur,Singaperumal Koil,33.52,2,2.0,209.23,Wallet,Shared,4.693,1.743
RIDE001533,Carpool,2025-01-25 12:23,2025-01-25 13:19,Velachery,Chengalpattu Bus Stand,53.28,4,3.7,359.92,Wallet,Shared,7.459,2.771
RIDE001534,Private,2025-02-25 08:42,2025-02-25 09:46,Pallavaram,Mahindra City,63.5,1,,728.86,Cash,Standard,12.192,0.0
RIDE001535,Carpool,2025-02-13 09:22,2025-02-13 10:10,Tambaram,Mahindra City,50.54,2,1.8,392.45,UPI,Shared,7.076,2.628
RIDE001536,Carpool,2025-01-31 22:07,2025-01-31 22:46,Chromepet,Singaperumal Koil,41.05,3,3.0,260.34,Card,Shared,5.747,2.135
RIDE001537,Private,2025-01-27 18:13,2025-01-27 19:26,OMR Sholinganallur,Chengalpattu Bus Stand,62.02,1,,580.95,Card,Standard,11.908,0.0
RIDE001538,Private,2025-02-19 07:55,2025-02-19 08:54,Anna Nagar,Singaperumal Koil,58.26,1,,637.31,Card,Standard,11.186,0.0
RIDE001539,Private,2025-01-11 07:53,2025-01-11 08:47,Chromepet,Chengalpattu Town,52.89,1,,500.96,Card,Standard,10.155,0.0
RIDE001540,Private,2025-01-31 12:34,2025-01-31 13:51,Pallavaram,Mahindra City,64.09,1,,637.3,UPI,Standard,12.305,0.0
RIDE001541,Private,2025-04-25 10:48,2025-04-25 11:56,Chromepet,SRM University,59.55,1,,662.22,Wallet,Standard,11.434,0.0
RIDE001542,Carpool,2025-04-27 16:04,2025-04-27 16:45,OMR Sholinganallur,Singaperumal Koil,34.21,3,2.5,218.54,Cash,Shared,4.789,1.779
RIDE001543,Carpool,2025-02-25 05:55,2025-02-25 06:39,Guindy,Chengalpattu Town,38.82,3,2.4,266.42,UPI,Shared,5.435,2.018
RIDE001544,Private,2025-02-28 11:47,2025-02-28 12:42,Mylapore,Chengalpattu Town,48.39,1,,525.39,Wallet,Standard,9.291,0.0
RIDE001545,Carpool,2025-04-20 09:22,2025-04-20 10:03,Adyar,Singaperumal Koil,44.71,3,2.6,278.67,Wallet,Shared,6.259,2.325
RIDE001546,Private,2025-04-02 06:26,2025-04-02 07:08,Mylapore,Chengalpattu Bus Stand,35.3,1,,403.6,Card,Standard,6.778,0.0
RIDE001547,Carpool,2025-03-30 16:07,2025-03-30 16:55,Pallavaram,Singaperumal Koil,39.3,4,3.7,273.23,Card,Shared,5.502,2.044
RIDE001548,Private,2025-03-09 01:13,2025-03-09 01:59,Tambaram,Chengalpattu Bus Stand,40.9,1,,443.52,Card,Standard,7.853,0.0
RIDE001549,Private,2025-04-01 21:45,2025-04-01 22:35,Pallavaram,Singaperumal Koil,54.54,1,,502.74,Card,Standard,10.472,0.0
RIDE001550,Carpool,2025-01-17 05:36,2025-01-17 06:48,OMR Sholinganallur,SRM University,59.81,2,1.9,370.07,UPI,Shared,8.373,3.111
RIDE001551,Private,2025-02-03 16:24,2025-02-03 17:07,Mylapore,Chengalpattu Town,39.95,1,,453.76,Wallet,Standard,7.67,0.0
RIDE001552,Private,2025-01-27 03:55,2025-01-27 04:42,Mylapore,Singaperumal Koil,46.78,1,,482.78,UPI,Standard,8.982,0.0
RIDE001553,Carpool,2025-01-13 21:14,2025-01-13 21:55,Mylapore,Chengalpattu Bus Stand,38.61,2,1.6,253.68,Wallet,Shared,5.405,2.008
RIDE001554,Private,2025-01-13 12:10,2025-01-13 13:17,Adyar,Chengalpattu Town,60.48,1,,613.68,Card,Standard,11.612,0.0
RIDE001555,Private,2025-03-03 22:18,2025-03-03 22:47,Mylapore,Singaperumal Koil,32.63,1,,305.87,UPI,Standard,6.265,0.0
RIDE001556,Carpool,2025-03-03 22:03,2025-03-03 22:47,Velachery,Chengalpattu Bus Stand,42.13,3,2.7,317.99,Card,Shared,5.898,2.191
RIDE001557,Carpool,2025-02-14 02:10,2025-02-14 02:54,Chromepet,Chengalpattu Bus Stand,36.72,4,3.9,249.65,Card,Shared,5.141,1.909
RIDE001558,Private,2025-02-08 16:14,2025-02-08 17:14,Perungudi,Chengalpattu Bus Stand,52.74,1,,508.64,Wallet,Standard,10.126,0.0
RIDE001559,Carpool,2025-02-05 03:17,2025-02-05 03:55,Anna Nagar,Mahindra City,36.64,3,2.4,254.59,Card,Shared,5.13,1.905
RIDE001560,Carpool,2025-02-01 05:57,2025-02-01 06:39,Mylapore,Mahindra City,36.13,2,1.8,272.96,UPI,Shared,5.058,1.879
RIDE001561,Private,2025-02-03 04:57,2025-02-03 05:52,Adyar,Singaperumal Koil,60.83,1,,699.44,UPI,Standard,11.679,0.0
RIDE001562,Carpool,2025-03-12 07:34,2025-03-12 08:24,Mylapore,Chengalpattu Bus Stand,43.35,3,2.9,315.57,Cash,Shared,6.069,2.254
RIDE001563,Carpool,2025-03-26 10:41,2025-03-26 11:24,Anna Nagar,Chengalpattu Town,40.86,2,2.0,298.04,Wallet,Shared,5.72,2.125
RIDE001564,Carpool,2025-01-07 18:18,2025-01-07 19:01,T Nagar,Chengalpattu Bus Stand,48.69,4,3.7,376.16,Card,Shared,6.817,2.531
RIDE001565,Private,2025-01-18 02:21,2025-01-18 03:13,Anna Nagar,Chengalpattu Town,56.27,1,,524.43,UPI,Standard,10.804,0.0
RIDE001566,Carpool,2025-01-05 00:46,2025-01-05 01:29,T Nagar,Singaperumal Koil,45.27,3,2.7,309.38,Wallet,Shared,6.338,2.354
RIDE001567,Private,2025-02-08 06:26,2025-02-08 07:10,Mylapore,Mahindra City,46.39,1,,503.92,Cash,Standard,8.907,0.0
RIDE001568,Carpool,2025-02-02 12:12,2025-02-02 12:43,Perungudi,Chengalpattu Bus Stand,34.21,3,2.8,227.84,UPI,Shared,4.789,1.779
RIDE001569,Carpool,2025-01-17 02:40,2025-01-17 03:16,Guindy,Chengalpattu Bus Stand,40.31,4,3.4,313.56,Cash,Shared,5.643,2.097
RIDE001570,Private,2025-04-12 13:16,2025-04-12 13:49,Tambaram,SRM University,30.13,1,,292.24,Wallet,Standard,5.785,0.0
RIDE001571,Carpool,2025-03-17 10:10,2025-03-17 10:54,Anna Nagar,SRM University,36.01,2,1.8,268.53,UPI,Shared,5.041,1.873
RIDE001572,Private,2025-02-16 15:34,2025-02-16 16:42,T Nagar,SRM University,64.56,1,,616.16,Wallet,Standard,12.396,0.0
RIDE001573,Carpool,2025-04-13 06:42,2025-04-13 07:42,OMR Sholinganallur,Singaperumal Koil,54.95,2,1.9,349.36,Cash,Shared,7.693,2.857
RIDE001574,Carpool,2025-02-19 02:34,2025-02-19 03:21,T Nagar,Chengalpattu Town,40.95,4,3.8,318.02,Wallet,Shared,5.733,2.129
RIDE001575,Carpool,2025-01-28 20:12,2025-01-28 20:51,Velachery,Chengalpattu Bus Stand,36.65,3,2.8,242.92,Wallet,Shared,5.131,1.906
RIDE001576,Private,2025-04-23 07:47,2025-04-23 08:31,Perungudi,SRM University,49.43,1,,501.72,Cash,Standard,9.491,0.0
RIDE001577,Carpool,2025-01-31 00:05,2025-01-31 00:45,Perungudi,SRM University,44.56,4,3.8,335.06,Wallet,Shared,6.238,2.318
RIDE001578,Carpool,2025-04-14 17:58,2025-04-14 18:53,Chromepet,Chengalpattu Town,53.85,3,2.9,402.28,Wallet,Shared,7.539,2.8
RIDE001579,Private,2025-02-19 14:02,2025-02-19 14:57,Guindy,SRM University,56.71,1,,588.81,Card,Standard,10.888,0.0
RIDE001580,Carpool,2025-04-04 23:05,2025-04-05 00:07,Chromepet,SRM University,64.91,3,2.6,432.81,Cash,Shared,9.087,3.376
RIDE001581,Private,2025-02-03 22:23,2025-02-03 23:22,Tambaram,SRM University,56.89,1,,603.03,Cash,Standard,10.923,0.0
RIDE001582,Carpool,2025-03-27 00:47,2025-03-27 01:34,Tambaram,SRM University,39.03,3,2.7,243.2,Card,Shared,5.464,2.03
RIDE001583,Carpool,2025-02-02 05:35,2025-02-02 06:29,Pallavaram,Chengalpattu Town,52.23,3,2.4,379.28,Cash,Shared,7.312,2.716
RIDE001584,Private,2025-03-06 15:17,2025-03-06 15:49,Pallavaram,Mahindra City,31.86,1,,297.73,UPI,Standard,6.117,0.0
RIDE001585,Private,2025-05-01 04:54,2025-05-01 05:56,Perungudi,Chengalpattu Town,61.71,1,,581.8,UPI,Standard,11.848,0.0
RIDE001586,Private,2025-03-15 16:35,2025-03-15 17:27,Anna Nagar,Singaperumal Koil,57.93,1,,604.23,Wallet,Standard,11.123,0.0
RIDE001587,Carpool,2025-01-06 14:31,2025-01-06 15:33,Anna Nagar,Chengalpattu Bus Stand,54.01,2,1.5,404.97,UPI,Shared,7.561,2.809
RIDE001588,Carpool,2025-01-16 15:50,2025-01-16 16:40,Mylapore,SRM University,55.12,2,1.8,403.44,Cash,Shared,7.717,2.866
RIDE001589,Private,2025-02-17 15:34,2025-02-17 16:19,Anna Nagar,Singaperumal Koil,37.53,1,,340.44,Wallet,Standard,7.206,0.0
RIDE001590,Carpool,2025-02-12 11:14,2025-02-12 12:25,T Nagar,Chengalpattu Town,60.53,3,2.9,392.05,Card,Shared,8.474,3.148
RIDE001591,Private,2025-04-12 17:46,2025-04-12 18:29,T Nagar,SRM University,35.88,1,,400.08,Wallet,Standard,6.889,0.0
RIDE001592,Private,2025-04-07 06:32,2025-04-07 07:10,Anna Nagar,Mahindra City,31.85,1,,290.47,Wallet,Standard,6.115,0.0
RIDE001593,Carpool,2025-04-12 04:14,2025-04-12 04:42,OMR Sholinganallur,Singaperumal Koil,31.49,3,2.5,216.59,Wallet,Shared,4.409,1.637
RIDE001594,Carpool,2025-01-07 21:46,2025-01-07 22:43,Adyar,Singaperumal Koil,45.85,4,3.5,282.15,Wallet,Shared,6.419,2.384
RIDE001595,Private,2025-01-04 03:46,2025-01-04 04:56,Chromepet,Mahindra City,56.58,1,,551.65,Card,Standard,10.863,0.0
RIDE001596,Carpool,2025-01-13 05:47,2025-01-13 06:53,Mylapore,Singaperumal Koil,55.46,4,3.5,384.28,Wallet,Shared,7.764,2.884
RIDE001597,Carpool,2025-04-09 19:40,2025-04-09 20:23,Velachery,SRM University,39.6,3,2.7,261.56,Cash,Shared,5.544,2.059
RIDE001598,Private,2025-02-25 22:52,2025-02-25 23:39,Guindy,Chengalpattu Town,40.64,1,,442.28,Card,Standard,7.803,0.0
RIDE001599,Private,2025-04-30 11:03,2025-04-30 12:09,Velachery,SRM University,53.95,1,,604.6,UPI,Standard,10.358,0.0
RIDE001600,Carpool,2025-01-01 19:52,2025-01-01 20:35,OMR Sholinganallur,SRM University,35.85,4,3.8,265.85,Card,Shared,5.019,1.864
RIDE001601,Private,2025-04-24 21:56,2025-04-24 22:48,Pallavaram,Mahindra City,56.72,1,,617.9,Card,Standard,10.89,0.0
RIDE001602,Carpool,2025-01-08 09:09,2025-01-08 10:01,Perungudi,Chengalpattu Town,52.37,4,3.6,353.53,Wallet,Shared,7.332,2.723
RIDE001603,Carpool,2025-03-21 17:04,2025-03-21 17:51,Guindy,Chengalpattu Bus Stand,51.2,4,3.9,393.89,Cash,Shared,7.168,2.662
RIDE001604,Private,2025-03-03 22:29,2025-03-03 23:38,OMR Sholinganallur,Chengalpattu Bus Stand,55.71,1,,595.11,UPI,Standard,10.696,0.0
RIDE001605,Private,2025-01-11 15:22,2025-01-11 16:32,OMR Sholinganallur,SRM University,57.84,1,,591.61,Wallet,Standard,11.105,0.0
RIDE001606,Carpool,2025-03-25 21:15,2025-03-25 22:24,T Nagar,Mahindra City,56.44,2,2.0,393.55,UPI,Shared,7.902,2.934
RIDE001607,Carpool,2025-01-08 22:28,2025-01-08 23:13,Velachery,Chengalpattu Town,39.67,3,2.9,287.64,Cash,Shared,5.554,2.063
RIDE001608,Private,2025-04-23 07:27,2025-04-23 08:00,Adyar,Chengalpattu Town,32.98,1,,366.65,UPI,Standard,6.332,0.0
RIDE001609,Carpool,2025-03-12 02:34,2025-03-12 03:12,Mylapore,Chengalpattu Bus Stand,41.69,2,2.0,260.64,Cash,Shared,5.837,2.167
RIDE001610,Carpool,2025-02-22 09:29,2025-02-22 10:08,T Nagar,Mahindra City,38.2,3,2.5,291.41,UPI,Shared,5.348,1.986
RIDE001611,Carpool,2025-02-25 17:35,2025-02-25 18:31,Chromepet,SRM University,45.82,2,1.7,332.03,Card,Shared,6.415,2.382
RIDE001612,Private,2025-04-27 10:42,2025-04-27 11:44,Guindy,Chengalpattu Bus Stand,53.39,1,,484.25,Wallet,Standard,10.251,0.0
RIDE001613,Carpool,2025-04-27 11:07,2025-04-27 11:48,OMR Sholinganallur,Singaperumal Koil,38.04,4,3.6,246.04,Cash,Shared,5.326,1.978
RIDE001614,Private,2025-03-31 20:37,2025-03-31 21:31,Anna Nagar,Mahindra City,58.16,1,,661.29,Cash,Standard,11.167,0.0
RIDE001615,Carpool,2025-02-27 02:50,2025-02-27 03:20,Mylapore,Singaperumal Koil,31.44,3,2.9,215.89,Cash,Shared,4.402,1.634
RIDE001616,Carpool,2025-04-06 21:19,2025-04-06 22:04,Anna Nagar,Mahindra City,37.71,4,3.9,240.48,UPI,Shared,5.279,1.961
RIDE001617,Carpool,2025-03-28 00:10,2025-03-28 01:10,Anna Nagar,Mahindra City,60.92,4,3.6,460.32,UPI,Shared,8.529,3.168
RIDE001618,Carpool,2025-02-10 09:05,2025-02-10 09:45,Anna Nagar,Chengalpattu Town,38.72,3,2.7,258.06,Card,Shared,5.421,2.013
RIDE001619,Private,2025-03-18 11:52,2025-03-18 12:48,Pallavaram,Chengalpattu Bus Stand,52.96,1,,492.64,UPI,Standard,10.168,0.0
RIDE001620,Carpool,2025-02-19 13:25,2025-02-19 14:26,Guindy,Mahindra City,49.73,2,1.7,328.27,UPI,Shared,6.962,2.586
RIDE001621,Private,2025-04-29 21:51,2025-04-29 22:23,Velachery,Singaperumal Koil,30.67,1,,313.13,Cash,Standard,5.889,0.0
RIDE001622,Carpool,2025-04-24 00:24,2025-04-24 00:57,Tambaram,Chengalpattu Bus Stand,36.69,2,1.5,246.63,Wallet,Shared,5.137,1.907
RIDE001623,Private,2025-04-10 17:13,2025-04-10 18:02,T Nagar,Singaperumal Koil,52.62,1,,584.99,UPI,Standard,10.103,0.0
RIDE001624,Private,2025-04-26 13:29,2025-04-26 14:32,T Nagar,Chengalpattu Bus Stand,52.36,1,,559.96,Cash,Standard,10.053,0.0
RIDE001625,Private,2025-02-22 04:55,2025-02-22 05:46,Guindy,Mahindra City,52.33,1,,526.97,UPI,Standard,10.047,0.0
RIDE001626,Carpool,2025-03-24 07:52,2025-03-24 08:52,Guindy,Mahindra City,52.4,3,2.5,360.06,Cash,Shared,7.336,2.725
RIDE001627,Carpool,2025-02-04 03:44,2025-02-04 05:02,Mylapore,Chengalpattu Bus Stand,62.83,4,3.4,383.87,Cash,Shared,8.796,3.267
RIDE001628,Private,2025-04-04 14:06,2025-04-04 15:08,T Nagar,Chengalpattu Town,49.85,1,,490.69,Card,Standard,9.571,0.0
RIDE001629,Private,2025-03-07 03:07,2025-03-07 04:08,T Nagar,Singaperumal Koil,49.4,1,,493.03,Card,Standard,9.485,0.0
RIDE001630,Carpool,2025-04-28 22:25,2025-04-28 23:36,Adyar,Chengalpattu Town,57.6,2,1.9,389.52,Card,Shared,8.064,2.995
